('K3596', 1, 18, 467381)
('3T528', 1, 130, 102333)
('4386K', 1, 338, 122190)
('QTJ24', 1, 832, 449249)
('245J3', 1, 86, 47574)
('5396T', 1, 310, 160799)
('T9A37', 1, 963, 370278)
('K6J3T', 1, 709, 476709)
('2AT94', 1, 354, 75967)
('JT83K', 1, 391, 410268)
('3KJ98', 1, 536, 111839)
('4TAJ5', 1, 744, 142636)
('45JTQ', 1, 594, 128321)
('674Q5', 1, 465, 209290)
('5726K', 1, 437, 170406)
('9JT68', 1, 760, 336609)
('52867', 1, 791, 157856)
('T8675', 1, 344, 366020)
('2K9A5', 1, 639, 73098)
('9J327', 1, 950, 335180)
('TQ953', 1, 82, 377554)
('79JQ4', 1, 219, 254565)
('TQ428', 1, 449, 376537)
('546Q3', 1, 879, 163032)
('J38QK', 1, 659, 391186)
('8K694', 1, 826, 302935)
('7J32K', 1, 404, 258354)
('7JA62', 1, 680, 260555)
('QA256', 1, 284, 458505)
('93T52', 1, 780, 314637)
('Q6A74', 1, 654, 438931)
('T3769', 1, 422, 352486)
('A9T68', 1, 232, 523201)
('96TK3', 1, 161, 322982)
('2QTJK', 1, 976, 70516)
('QJA4K', 1, 809, 452618)
('K7682', 1, 855, 478535)
('92A83', 1, 871, 312720)
('3847K', 1, 556, 96724)
('78J69', 1, 133, 251742)
('2TJ87', 1, 572, 65176)
('3T7A2', 1, 444, 102887)
('64729', 1, 666, 201510)
('A2KQ7', 1, 473, 504664)
('3J769', 1, 743, 105526)
('JT89Q', 1, 45, 410351)
('235QA', 1, 920, 44855)
('8937Q', 1, 926, 291351)
('274KA', 1, 407, 55649)
('74Q6K', 1, 72, 240966)
('Q2K47', 1, 549, 427720)
('92T47', 1, 68, 311884)
('4J875', 1, 183, 144148)
('698JA', 1, 148, 215557)
('JK4T3', 1, 117, 417804)
('9KT7Q', 1, 346, 342115)
('39JQ7', 1, 247, 100904)
('ATKQ5', 1, 746, 526614)
('3864J', 1, 529, 97072)
('825KJ', 1, 364, 272618)
('Q5394', 1, 12, 434059)
('6A985', 1, 547, 229422)
('K2975', 1, 198, 465392)
('5Q376', 1, 748, 184329)
('QJ4K8', 1, 425, 450779)
('73J94', 1, 157, 238059)
('5A837', 1, 279, 190742)
('4J3KQ', 1, 784, 143259)
('83Q94', 1, 946, 276671)
('8T3QK', 1, 233, 294166)
('J4563', 1, 922, 393248)
('49878', 2, 472, 138663)
('3TQ35', 2, 160, 103716)
('37389', 2, 633, 93794)
('KJQQ6', 2, 322, 490747)
('57385', 2, 102, 170622)
('82TTJ', 2, 747, 273556)
('2JAJT', 2, 900, 68553)
('T45J4', 2, 969, 354903)
('923KK', 2, 57, 310644)
('KQ622', 2, 375, 492171)
('A5A7J', 2, 776, 513026)
('Q8835', 2, 742, 443188)
('86KKJ', 2, 770, 285162)
('84K3K', 2, 187, 279536)
('5954J', 2, 412, 176452)
('58JT5', 2, 862, 174962)
('9TTJ2', 2, 655, 333929)
('7A975', 2, 971, 267824)
('72454', 2, 450, 233887)
('33759', 2, 530, 83560)
('K3J38', 2, 813, 468475)
('5549T', 2, 863, 165349)
('J9TKT', 2, 919, 408053)
('3K5A3', 2, 428, 110728)
('7547J', 2, 499, 242154)
('89233', 2, 991, 291090)
('AA495', 2, 516, 535784)
('A6J99', 2, 483, 515208)
('4AQQK', 2, 608, 153242)
('2K788', 2, 380, 72625)
('KJ34J', 2, 96, 488876)
('64882', 2, 944, 201783)
('QJA8Q', 2, 221, 452673)
('JA97J', 2, 238, 421494)
('J4J29', 2, 565, 394374)
('T46KT', 2, 313, 355133)
('56542', 2, 359, 168211)
('K48AK', 2, 835, 470790)
('8987T', 2, 908, 292329)
('TJ78T', 2, 332, 374467)
('A899T', 2, 302, 520305)
('745Q7', 2, 585, 239672)
('J3KK8', 2, 966, 392175)
('22Q84', 2, 373, 43417)
('T7242', 2, 893, 362447)
('428K2', 2, 785, 119533)
('46995', 2, 166, 130652)
('T9389', 2, 869, 368194)
('T4TA6', 2, 228, 355927)
('298TT', 2, 621, 61875)
('2Q5JJ', 2, 362, 69534)
('9T794', 2, 423, 333315)
('79T22', 2, 61, 254227)
('5K357', 2, 635, 187046)
('3J7A7', 2, 200, 105636)
('A6292', 2, 213, 513437)
('6T9KT', 2, 421, 218521)
('T7J33', 2, 50, 364198)
('Q6976', 2, 688, 437953)
('78QJ8', 2, 543, 252007)
('A5929', 2, 861, 511974)
('6569A', 2, 203, 204161)
('7Q58Q', 2, 411, 261573)
('43525', 2, 875, 121538)
('85644', 2, 355, 280913)
('34QKK', 2, 924, 87400)
('6877Q', 2, 816, 212559)
('Q2366', 2, 703, 425787)
('J3A37', 2, 361, 392230)
('9A58A', 2, 452, 343895)
('4Q6JJ', 2, 370, 146562)
('24J72', 2, 429, 48693)
('4939K', 2, 535, 137716)
('KQ3K8', 2, 318, 491743)
('A3583', 2, 992, 505780)
('J5578', 2, 497, 396011)
('3A2A5', 2, 550, 112886)
('JKK92', 2, 691, 419553)
('J77QT', 2, 870, 401963)
('TT82Q', 2, 463, 371837)
('K5AK3', 2, 648, 474686)
('64Q43', 2, 822, 202512)
('K8T82', 2, 994, 482063)
('9392Q', 2, 697, 314409)
('2T8JJ', 2, 588, 64634)
('QKJK4', 2, 824, 457635)
('32726', 2, 377, 80771)
('J4A43', 2, 583, 394984)
('287JJ', 2, 708, 58950)
('5TJ88', 2, 433, 180425)
('J6Q6T', 2, 777, 400115)
('J4T3T', 2, 265, 394193)
('833A9', 2, 357, 274982)
('36A2A', 2, 5, 93127)
('35A93', 2, 137, 90470)
('73798', 2, 864, 237279)
('6K55J', 2, 604, 225858)
('KQ8A8', 2, 440, 492737)
('T4JTK', 2, 308, 356074)
('6QQT2', 2, 145, 224547)
('K9JKT', 2, 14, 485081)
('K779A', 2, 848, 478757)
('7A66K', 2, 195, 267230)
('7QQ9T', 2, 962, 262957)
('5JQ57', 2, 945, 183322)
('485A5', 2, 52, 135426)
('98T68', 2, 208, 328377)
('5T393', 2, 967, 178866)
('5228Q', 2, 252, 156713)
('36Q6T', 2, 167, 92787)
('92JQQ', 2, 482, 312197)
('T58AA', 2, 566, 358287)
('82J85', 2, 478, 273718)
('J3QQ4', 2, 125, 391961)
('54JA5', 2, 787, 164042)
('K7748', 2, 100, 478681)
('4JKK7', 2, 51, 145214)
('QQTJ7', 2, 643, 454670)
('JT7J6', 2, 459, 410177)
('K2A77', 2, 728, 466374)
('6488K', 2, 495, 201794)
('AJTQA', 2, 630, 528779)
('K28J8', 2, 144, 465255)
('956J9', 2, 569, 319432)
('7Q7J4', 2, 927, 261999)
('A66Q8', 2, 390, 514269)
('27338', 2, 239, 55307)
('3K25K', 2, 250, 110024)
('8J2KK', 2, 656, 296728)
('J6569', 2, 658, 398742)
('22A6J', 2, 406, 43788)
('9AAJQ', 2, 194, 345699)
('AKK79', 2, 41, 534780)
('824T4', 2, 289, 272373)
('7JJ42', 2, 502, 259939)
('6A2KA', 2, 647, 228129)
('97K57', 2, 408, 326206)
('393Q6', 2, 805, 99335)
('9AT97', 2, 175, 344882)
('JTAJ6', 2, 767, 411549)
('468AA', 2, 526, 130535)
('Q6447', 2, 696, 436932)
('6K246', 2, 312, 225251)
('KKA39', 2, 225, 496504)
('9ATA8', 2, 614, 344953)
('T9J79', 2, 712, 369748)
('J22T7', 2, 288, 387232)
('5T593', 2, 101, 179258)
('J7578', 2, 510, 401499)
('QK933', 2, 956, 457102)
('2JQ92', 2, 158, 68125)
('74397', 2, 448, 239238)
('2TQJT', 2, 271, 65417)
('23QA3', 2, 197, 46244)
('7344J', 2, 525, 236624)
('8J73J', 2, 426, 297566)
('T46KK', 2, 551, 355136)
('9TJ88', 2, 111, 334089)
('JK67J', 2, 275, 418162)
('22K56', 2, 781, 43573)
('3JQJA', 2, 558, 106581)
('JJ59T', 2, 353, 412505)
('KA464', 2, 582, 497325)
('TAJ8T', 2, 718, 383483)
('9A9Q7', 2, 376, 344728)
('328J2', 2, 577, 81089)
('42A2Q', 2, 860, 120565)
('89TT3', 2, 10, 292756)
('AA2J4', 2, 623, 535419)
('A92TA', 2, 672, 521695)
('AAJ23', 2, 209, 537056)
('J6TTK', 2, 274, 399782)
('622J9', 2, 379, 195168)
('8AA2K', 2, 906, 307158)
('3QJQ2', 2, 590, 109131)
('54778', 2, 769, 163163)
('J92T9', 2, 983, 406442)
('AQJ5A', 2, 985, 531621)
('QT979', 2, 185, 448932)
('92A9K', 2, 982, 312744)
('J929A', 2, 246, 406433)
('32JTT', 2, 165, 81671)
('883A4', 2, 486, 288697)
('3677J', 2, 596, 91822)
('4QAA3', 2, 505, 148164)
('4J42Q', 2, 690, 143301)
('J8QQK', 2, 324, 405690)
('A2887', 2, 617, 503628)
('AQ2A6', 2, 907, 529975)
('6TJJK', 2, 240, 218888)
('AQ24A', 2, 829, 529843)
('64J36', 2, 581, 202305)
('AT3T7', 2, 506, 524628)
('3734J', 2, 141, 93740)
('388J4', 2, 970, 97555)
('Q7Q4J', 2, 278, 441248)
('23Q2A', 2, 685, 46087)
('89KK2', 2, 269, 293385)
('332K6', 2, 698, 82689)
('KQKJ6', 2, 386, 493673)
('332J8', 2, 555, 82663)
('55296', 2, 651, 164953)
('JJA27', 2, 91, 414168)
('2J72Q', 2, 711, 67057)
('AKA96', 2, 37, 535001)
('9T8TK', 2, 909, 333534)
('84AJ4', 2, 940, 279835)
('6A833', 2, 821, 229154)
('9KK37', 2, 126, 342642)
('J8T38', 2, 475, 405167)
('232J4', 2, 155, 44243)
('7QJ75', 2, 314, 262728)
('486Q4', 2, 21, 135593)
('6963T', 2, 31, 215049)
('52KJJ', 2, 987, 158910)
('42JA4', 2, 734, 120137)
('93Q9K', 2, 828, 315096)
('4KT94', 2, 702, 150055)
('3KK2J', 2, 132, 112136)
('76T64', 2, 254, 246053)
('57T67', 2, 845, 171968)
('32J2T', 2, 92, 81559)
('K83J8', 2, 981, 480739)
('K4QQ7', 2, 968, 471540)
('54772', 2, 315, 163157)
('AJ399', 2, 156, 527360)
('99Q38', 2, 653, 331471)
('244JT', 2, 538, 47385)
('Q8292', 2, 19, 442093)
('TK99Q', 2, 644, 380363)
('949J6', 2, 277, 317273)
('A5576', 2, 999, 511257)
('TJ63T', 2, 395, 374201)
('75J27', 2, 162, 243452)
('7J273', 2, 795, 258218)
('TK9A9', 2, 484, 380430)
('8798A', 2, 159, 287055)
('4J546', 2, 810, 143519)
('959A6', 2, 1000, 320059)
('899J6', 2, 488, 292577)
('KJK4A', 2, 28, 490839)
('TJ54J', 2, 732, 374020)
('99JAK', 2, 704, 331434)
('547JJ', 2, 806, 163222)
('252T8', 2, 726, 49721)
('77J22', 3, 874, 248935)
('28866', 3, 775, 59071)
('727Q2', 3, 146, 234571)
('TKK3T', 3, 75, 381061)
('K8K99', 3, 430, 482672)
('9AA89', 3, 44, 345654)
('2TJTJ', 3, 799, 65208)
('855TT', 3, 689, 280807)
('9Q66Q', 3, 76, 338573)
('J77JK', 3, 589, 401952)
('696A9', 3, 330, 215202)
('AJ8A8', 3, 89, 528409)
('88337', 3, 548, 288546)
('J4TT4', 3, 684, 394285)
('449QQ', 3, 892, 125213)
('939AA', 3, 67, 314579)
('45884', 3, 191, 127697)
('JJ443', 3, 177, 412232)
('49848', 3, 87, 138621)
('T4T4A', 3, 899, 355795)
('72626', 3, 705, 234239)
('55KK2', 3, 934, 167161)
('7Q7Q6', 3, 420, 262015)
('83384', 3, 771, 274893)
('JAA66', 3, 592, 422455)
('68K6K', 3, 340, 213722)
('33A9A', 3, 668, 84993)
('K8KT8', 3, 857, 482685)
('744KK', 3, 628, 239496)
('AAKK3', 3, 673, 537602)
('24A4A', 3, 539, 49251)
('23288', 3, 679, 44205)
('2AA92', 3, 890, 76749)
('59T5T', 3, 188, 177445)
('8JQQ8', 3, 895, 298669)
('484K8', 3, 649, 135219)
('T8QTQ', 3, 405, 367245)
('QAJAQ', 3, 311, 460401)
('AT66A', 3, 217, 525167)
('JJ977', 3, 262, 413258)
('A8282', 3, 360, 518911)
('32662', 3, 887, 80627)
('66858', 3, 754, 207235)
('33AAJ', 3, 941, 85060)
('52626', 3, 695, 157407)
('A4242', 3, 387, 507879)
('72575', 3, 764, 234112)
('28289', 3, 935, 57926)
('J5454', 3, 634, 395783)
('TT788', 3, 794, 371721)
('3J838', 3, 765, 105679)
('8J282', 3, 409, 296647)
('995KK', 3, 192, 330244)
('9J9KK', 3, 498, 336516)
('TTJ7J', 3, 932, 372494)
('9TAT9', 3, 733, 334706)
('787JJ', 3, 26, 251030)
('K8KQ8', 3, 374, 482713)
('A2QAQ', 3, 626, 504501)
('2K25K', 3, 957, 71608)
('QQT55', 3, 447, 454584)
('95A59', 3, 479, 320916)
('K8TTK', 3, 47, 482102)
('QQ464', 3, 427, 453421)
('557Q7', 3, 236, 165976)
('77A66', 3, 831, 249583)
('8338K', 3, 768, 274902)
('3J6J6', 3, 925, 105397)
('38A38', 3, 77, 98623)
('A25A2', 3, 6, 503119)
('75756', 3, 207, 242709)
('J69J6', 3, 782, 399593)
('4848T', 3, 788, 135151)
('79769', 3, 854, 253702)
('2626A', 3, 564, 52415)
('Q4KK4', 3, 727, 433331)
('565Q6', 3, 758, 168327)
('355QQ', 3, 142, 88757)
('JKJK8', 3, 286, 419223)
('53232', 3, 988, 159377)
('57335', 3, 439, 170552)
('J4477', 3, 591, 393070)
('56J56', 3, 636, 169405)
('36J36', 3, 211, 92545)
('T8TA8', 3, 772, 366905)
('T8T8J', 3, 25, 366824)
('T3T37', 3, 716, 353030)
('K7K7J', 3, 611, 479902)
('3A37A', 3, 210, 112993)
('77T44', 3, 859, 248769)
('9AQAQ', 3, 978, 345349)
('3KJ3K', 3, 56, 111760)
('J5J35', 3, 122, 397128)
('Q4Q4K', 3, 403, 433018)
('AAK8K', 3, 172, 537542)
('TQT33', 3, 179, 377722)
('94T4T', 3, 578, 317375)
('AA343', 3, 671, 535516)
('5533T', 3, 173, 165069)
('J2J28', 3, 663, 388885)
('3JQQJ', 3, 947, 106592)
('A997A', 3, 912, 523025)
('676AA', 3, 840, 209719)
('6633Q', 3, 108, 206231)
('4QJQ4', 3, 193, 147549)
('56568', 3, 38, 168245)
('K4499', 3, 327, 469932)
('Q69Q9', 3, 333, 438026)
('KKQ33', 3, 954, 496106)
('TT7J7', 3, 415, 371762)
('55AA6', 3, 58, 167375)
('46556', 3, 321, 129813)
('4774A', 3, 657, 132943)
('8T989', 3, 939, 295282)
('53358', 3, 205, 159607)
('AKKJA', 3, 911, 534841)
('988J9', 3, 989, 328056)
('766T7', 3, 938, 245328)
('A72A7', 3, 627, 516256)
('Q73Q3', 3, 561, 439588)
('9K898', 3, 798, 341747)
('9Q94Q', 3, 206, 339133)
('K77TK', 3, 174, 478770)
('33AA6', 3, 116, 85055)
('KTKT6', 3, 292, 488171)
('J9595', 3, 154, 407012)
('K887K', 3, 700, 481668)
('97789', 3, 603, 325074)
('K2TK2', 3, 602, 465669)
('85228', 3, 584, 280105)
('58528', 3, 84, 173677)
('K2J2K', 3, 528, 465722)
('K4T4T', 3, 792, 471039)
('2255Q', 3, 958, 42011)
('A77AQ', 3, 336, 517241)
('8K68K', 3, 3, 302930)
('QQ363', 3, 949, 453224)
('223KK', 3, 261, 41732)
('33929', 3, 881, 83910)
('886TT', 3, 975, 289235)
('92492', 3, 774, 310773)
('J6TJT', 3, 540, 399793)
('KKJ55', 3, 763, 495940)
('55A66', 3, 383, 167263)
('KKJJA', 3, 49, 496033)
('JJ224', 3, 622, 411813)
('KK55A', 3, 707, 494773)
('366A3', 3, 818, 91716)
('44A33', 3, 714, 126058)
('9J22J', 3, 109, 334988)
('22QJQ', 3, 936, 43467)
('Q7JQ7', 3, 802, 441160)
('7J74J', 3, 913, 259164)
('5J522', 3, 534, 181903)
('4J4KK', 3, 110, 143456)
('AJAJ3', 3, 882, 529538)
('66QAQ', 3, 442, 208149)
('9T49T', 3, 326, 332733)
('26772', 3, 972, 53397)
('23552', 3, 253, 44745)
('7373J', 3, 199, 237198)
('AA22J', 3, 749, 535300)
('33AA8', 3, 570, 85057)
('224QQ', 3, 638, 41913)
('8AA98', 3, 17, 307251)
('38538', 3, 241, 96859)
('KKQQ8', 3, 124, 496237)
('54225', 3, 106, 162110)
('47478', 3, 532, 132391)
('K3K55', 3, 149, 468892)
('Q66QJ', 3, 356, 437440)
('KQJQK', 3, 16, 493302)
('TT6AA', 3, 811, 371615)
('6T622', 3, 178, 217771)
('878QQ', 3, 541, 286913)
('2T4T4', 3, 803, 63829)
('J3Q3Q', 3, 823, 391843)
('8Q866', 3, 812, 300543)
('33262', 3, 365, 82587)
('66844', 3, 369, 207217)
('66AKK', 3, 171, 208528)
('TT882', 3, 304, 371911)
('58685', 3, 2, 173954)
('4848J', 3, 320, 135152)
('57QQ5', 3, 55, 172442)
('A66AQ', 3, 894, 514301)
('95K95', 3, 258, 320772)
('AKTAK', 3, 965, 534294)
('TKK99', 3, 515, 381144)
('9T95T', 3, 477, 333657)
('33AAT', 3, 904, 85059)
('92279', 3, 435, 310360)
('K454K', 3, 980, 470062)
('5577K', 3, 282, 165912)
('55636', 3, 392, 165653)
('55448', 3, 285, 165277)
('93953', 3, 646, 314442)
('KKATT', 3, 517, 496603)
('55T58', 4, 923, 166467)
('5T5A5', 4, 607, 179330)
('4ATTT', 4, 299, 152819)
('3AJAA', 4, 725, 114659)
('7K677', 4, 445, 264494)
('33J3Q', 4, 186, 84319)
('2T333', 4, 562, 63534)
('99429', 4, 94, 329890)
('J7K77', 4, 306, 403066)
('KA6AA', 4, 342, 497839)
('34335', 4, 69, 85488)
('35K55', 4, 419, 90220)
('63966', 4, 523, 199211)
('82272', 4, 645, 271937)
('TTJT2', 4, 737, 372527)
('7J577', 4, 462, 258810)
('TT9AT', 4, 579, 372199)
('4447K', 4, 730, 124164)
('QQ5QA', 4, 587, 453711)
('3KK5K', 4, 453, 112180)
('QQ34Q', 4, 910, 453205)
('55485', 4, 930, 165330)
('5QT55', 4, 119, 185672)
('888JQ', 4, 63, 289643)
('4T446', 4, 507, 140579)
('Q68QQ', 4, 839, 437833)
('88348', 4, 345, 288561)
('6KKK7', 4, 827, 227534)
('999J6', 4, 868, 330993)
('66T86', 4, 736, 207667)
('QQA9Q', 4, 997, 455431)
('89949', 4, 571, 292482)
('KKKJ2', 4, 180, 496413)
('3KKK7', 4, 62, 112286)
('Q444A', 4, 686, 431451)
('4888K', 4, 852, 135938)
('8J222', 4, 492, 296563)
('Q88T8', 4, 436, 443289)
('63665', 4, 681, 198622)
('4KK8K', 4, 393, 150638)
('9666A', 4, 995, 322111)
('22AJ2', 4, 847, 43849)
('99A97', 4, 98, 331946)
('63686', 4, 533, 198651)
('77769', 4, 464, 248214)
('53J33', 4, 599, 161142)
('22T28', 4, 701, 42945)
('JTATT', 4, 78, 411539)
('9K888', 4, 29, 341733)
('T4TT6', 4, 147, 355871)
('8AAJA', 4, 998, 307285)
('QQ3TQ', 4, 410, 453289)
('A8883', 4, 121, 520088)
('K6KK8', 4, 42, 477239)
('8588J', 4, 719, 281368)
('22423', 4, 951, 41764)
('82229', 4, 661, 271874)
('A5AAJ', 4, 600, 513124)
('2K22A', 4, 790, 71567)
('55587', 4, 610, 165528)
('78772', 4, 481, 250965)
('2QQTQ', 4, 59, 70893)
('222J9', 4, 959, 41504)
('499J9', 4, 416, 138916)
('96J66', 4, 670, 323083)
('TTT24', 4, 485, 372221)
('7757Q', 4, 43, 247839)
('33QT3', 4, 378, 84604)
('86656', 4, 739, 283673)
('5A755', 4, 107, 190572)
('8883J', 4, 13, 289530)
('5855J', 4, 660, 173722)
('77876', 4, 153, 248421)
('2224T', 4, 85, 41407)
('QQ23Q', 4, 388, 452995)
('J333A', 4, 524, 390081)
('96TTT', 4, 503, 322947)
('T8889', 4, 294, 366430)
('TK9KK', 4, 457, 380420)
('Q8Q5Q', 4, 786, 444007)
('5J666', 4, 204, 182159)
('QA666', 4, 398, 459303)
('75999', 4, 537, 243160)
('999K5', 4, 717, 331020)
('J8333', 4, 300, 403790)
('QQ2Q5', 4, 295, 453114)
('K5K2K', 4, 348, 474346)
('4888J', 4, 70, 135936)
('9TTT7', 4, 264, 333920)
('4QQQ6', 4, 665, 147747)
('3QQJQ', 4, 325, 109323)
('93833', 4, 682, 314218)
('A2822', 4, 366, 503539)
('5Q55J', 4, 575, 184698)
('4244J', 4, 624, 118632)
('JJJA7', 4, 9, 413748)
('J2322', 4, 885, 387311)
('4J448', 4, 722, 143325)
('K9929', 4, 960, 484534)
('84688', 4, 48, 278229)
('999KJ', 4, 317, 331026)
('K5KJK', 4, 693, 474472)
('AAAT7', 4, 112, 537760)
('88Q68', 4, 606, 290353)
('Q94QQ', 4, 856, 445281)
('4JJ8J', 4, 801, 144756)
('T8858', 4, 580, 366387)
('22K23', 4, 522, 43528)
('2K6KK', 4, 168, 72504)
('2522A', 4, 757, 49615)
('555J3', 4, 190, 165566)
('A5A6A', 4, 413, 513015)
('2292A', 4, 434, 42755)
('TTJKT', 4, 531, 372577)
('2227T', 4, 609, 41449)
('76J77', 4, 876, 246266)
('3555T', 4, 597, 88657)
('222KQ', 4, 455, 41535)
('J2AAA', 4, 263, 389647)
('33239', 4, 652, 82552)
('7757K', 4, 471, 247840)
('55J56', 4, 266, 166661)
('A6AAJ', 4, 878, 515868)
('5J545', 4, 616, 181934)
('9QTQQ', 4, 245, 339441)
('26999', 4, 34, 53824)
('A77J7', 4, 182, 517194)
('33723', 4, 303, 83512)
('8666J', 4, 519, 283692)
('2T223', 4, 136, 63324)
('A8KAA', 4, 143, 521163)
('666JK', 4, 456, 206932)
('5J5A5', 4, 290, 182074)
('7Q77J', 4, 417, 261950)
('K22J2', 4, 1, 464073)
('33935', 4, 152, 83920)
('48443', 4, 834, 135088)
('5575T', 4, 779, 165881)
('KK8QK', 4, 196, 495458)
('666J4', 4, 71, 206923)
('25822', 4, 226, 50779)
('J8868', 4, 139, 404817)
('56558', 4, 735, 168231)
('K8333', 4, 335, 480622)
('767Q7', 4, 631, 245552)
('Q5K55', 4, 613, 435964)
('Q6696', 4, 641, 437393)
('999TQ', 4, 81, 330985)
('78Q77', 4, 520, 251950)
('TK4TT', 4, 553, 379395)
('AJAA4', 4, 557, 529581)
('K7877', 4, 24, 478918)
('62228', 4, 815, 195041)
('52J22', 4, 545, 158383)
('9T555', 4, 220, 332868)
('2A555', 4, 731, 74932)
('78775', 4, 60, 250968)
('6T7TT', 4, 385, 218087)
('6668A', 4, 883, 206891)
('TA8AA', 4, 819, 382983)
('27A22', 4, 521, 57443)
('8K666', 4, 973, 302895)
('2333J', 4, 298, 44334)
('55537', 4, 15, 165458)
('A3A6A', 4, 741, 507527)
('TJT5T', 4, 438, 375013)
('AATAT', 5, 231, 537035)
('25552', 5, 328, 50233)
('44555', 5, 642, 124324)
('2A22A', 5, 397, 74311)
('66446', 5, 341, 206435)
('88899', 5, 323, 289612)
('78877', 5, 134, 251166)
('QQ44Q', 5, 418, 453401)
('32322', 5, 917, 79983)
('79799', 5, 259, 253744)
('22666', 5, 30, 42215)
('6JJJ6', 5, 595, 221625)
('KAAKA', 5, 867, 499393)
('9A9A9', 5, 677, 344758)
('Q3Q3Q', 5, 293, 430259)
('55599', 5, 114, 165544)
('J6J66', 5, 902, 399915)
('66363', 5, 273, 206264)
('77733', 5, 424, 248166)
('44K4K', 5, 234, 125886)
('46644', 5, 347, 129993)
('T999T', 5, 650, 369385)
('J444J', 5, 880, 393032)
('T99TT', 5, 916, 369399)
('QQQAA', 5, 351, 455111)
('A33AA', 5, 128, 505483)
('K5K5K', 5, 163, 474388)
('7JJJ7', 5, 257, 260042)
('8A8AA', 5, 761, 306151)
('77666', 5, 224, 248015)
('QQQ77', 5, 23, 455006)
('JJTTT', 5, 367, 413499)
('AAA22', 5, 884, 537643)
('74477', 5, 865, 239406)
('33663', 5, 752, 83372)
('AA6A6', 5, 687, 536247)
('53533', 5, 843, 159966)
('45454', 5, 339, 126871)
('7AA7A', 5, 104, 268813)
